filename,source_url,page_url,author,license,category,width,height,note
uncertain/uncertain_front_pexels_26125921.jpg,https://images.pexels.com/photos/26125921/pexels-photo-26125921.jpeg,https://www.pexels.com/photo/26125921/,BrunoCurly,"Pexels License (free to use, no attribution required)",uncertain_front,4000,6000,"Full body, plain background, arms down - BUT body is turned roughly 20 deg with weight on one leg, and one hand rests behind the hip."
uncertain/uncertain_front_pexels_16430958.jpg,https://images.pexels.com/photos/16430958/pexels-photo-16430958.jpeg,https://www.pexels.com/photo/16430958/,Estefania Milazzo,"Pexels License (free to use, no attribution required)",uncertain_front,4016,6016,"Full body, arms at sides, plain background, ears visible - BUT body is turned roughly 20-25 deg off-axis and the rain-suit is baggy (rule 6)."
negative/neg_hand_closeup_pexels_30246233.jpg,https://images.pexels.com/photos/30246233/pexels-photo-30246233.jpeg,https://www.pexels.com/photo/30246233/,Andrea Musto,"Pexels License (free to use, no attribution required)",neg_hand_closeup,3000,4000,negative sample: hand_closeup
negative/neg_hand_closeup_pexels_30246234.jpg,https://images.pexels.com/photos/30246234/pexels-photo-30246234.jpeg,https://www.pexels.com/photo/30246234/,Andrea Musto,"Pexels License (free to use, no attribution required)",neg_hand_closeup,3000,4000,negative sample: hand_closeup
negative/neg_hand_closeup_pexels_27542904.jpg,https://images.pexels.com/photos/27542904/pexels-photo-27542904.jpeg,https://www.pexels.com/photo/27542904/,Jadeemperor,"Pexels License (free to use, no attribution required)",neg_hand_closeup,4480,5600,negative sample: hand_closeup
negative/neg_hand_closeup_pexels_8058739.jpg,https://images.pexels.com/photos/8058739/pexels-photo-8058739.jpeg,https://www.pexels.com/photo/8058739/,Anna Nekrashevich,"Pexels License (free to use, no attribution required)",neg_hand_closeup,2160,3840,negative sample: hand_closeup
negative/neg_hand_closeup_pexels_6642889.jpg,https://images.pexels.com/photos/6642889/pexels-photo-6642889.jpeg,https://www.pexels.com/photo/6642889/,Karola G,"Pexels License (free to use, no attribution required)",neg_hand_closeup,6720,4480,negative sample: hand_closeup
negative/neg_hand_closeup_pexels_4046682.jpg,https://images.pexels.com/photos/4046682/pexels-photo-4046682.jpeg,https://www.pexels.com/photo/4046682/,Karola G,"Pexels License (free to use, no attribution required)",neg_hand_closeup,6040,4027,negative sample: hand_closeup
negative/neg_foot_closeup_pexels_5793640.jpg,https://images.pexels.com/photos/5793640/pexels-photo-5793640.jpeg,https://www.pexels.com/photo/5793640/,Yan Krukov,"Pexels License (free to use, no attribution required)",neg_foot_closeup,3569,5354,negative sample: foot_closeup
negative/neg_foot_closeup_pexels_20860612.jpg,https://images.pexels.com/photos/20860612/pexels-photo-20860612.jpeg,https://www.pexels.com/photo/20860612/,Funkcines Terapijos Centras,"Pexels License (free to use, no attribution required)",neg_foot_closeup,2666,4000,negative sample: foot_closeup
negative/neg_foot_closeup_pexels_27542903.jpg,https://images.pexels.com/photos/27542903/pexels-photo-27542903.jpeg,https://www.pexels.com/photo/27542903/,Jadeemperor,"Pexels License (free to use, no attribution required)",neg_foot_closeup,4480,5600,negative sample: foot_closeup
negative/neg_body_part_crop_pexels_8788774.jpg,https://images.pexels.com/photos/8788774/pexels-photo-8788774.jpeg,https://www.pexels.com/photo/8788774/,Darina Belonogova,"Pexels License (free to use, no attribution required)",neg_body_part_crop,2333,3500,negative sample: body_part_crop
negative/neg_body_part_crop_pexels_8670203.jpg,https://images.pexels.com/photos/8670203/pexels-photo-8670203.jpeg,https://www.pexels.com/photo/8670203/,Mikhail Nilov,"Pexels License (free to use, no attribution required)",neg_body_part_crop,3878,5817,negative sample: body_part_crop
negative/neg_statue_pexels_11997428.jpg,https://images.pexels.com/photos/11997428/pexels-photo-11997428.jpeg,https://www.pexels.com/photo/11997428/,Levent Simsek,"Pexels License (free to use, no attribution required)",neg_statue,4000,6000,negative sample: statue
negative/neg_statue_pexels_12094125.jpg,https://images.pexels.com/photos/12094125/pexels-photo-12094125.jpeg,https://www.pexels.com/photo/12094125/,Aboodi,"Pexels License (free to use, no attribution required)",neg_statue,4000,6000,negative sample: statue
negative/neg_statue_pexels_13049900.jpg,https://images.pexels.com/photos/13049900/pexels-photo-13049900.jpeg,https://www.pexels.com/photo/13049900/,91taf,"Pexels License (free to use, no attribution required)",neg_statue,3376,4220,negative sample: statue
negative/neg_statue_pexels_14568412.jpg,https://images.pexels.com/photos/14568412/pexels-photo-14568412.jpeg,https://www.pexels.com/photo/14568412/,Igorejov,"Pexels License (free to use, no attribution required)",neg_statue,4000,6000,negative sample: statue
negative/neg_statue_pexels_17135448.jpg,https://images.pexels.com/photos/17135448/pexels-photo-17135448.jpeg,https://www.pexels.com/photo/17135448/,BrunoCurly,"Pexels License (free to use, no attribution required)",neg_statue,5366,8048,negative sample: statue
negative/neg_statue_pexels_31046809.jpg,https://images.pexels.com/photos/31046809/pexels-photo-31046809.jpeg,https://www.pexels.com/photo/31046809/,Andrea Musto,"Pexels License (free to use, no attribution required)",neg_statue,2500,4293,negative sample: statue
negative/neg_mannequin_pexels_10505737.jpg,https://images.pexels.com/photos/10505737/pexels-photo-10505737.jpeg,https://www.pexels.com/photo/10505737/,David Underland,"Pexels License (free to use, no attribution required)",neg_mannequin,3024,4032,negative sample: mannequin
negative/neg_mannequin_pexels_13074514.jpg,https://images.pexels.com/photos/13074514/pexels-photo-13074514.jpeg,https://www.pexels.com/photo/13074514/,David Underland,"Pexels License (free to use, no attribution required)",neg_mannequin,2568,4032,negative sample: mannequin
negative/neg_mannequin_pexels_13076921.jpg,https://images.pexels.com/photos/13076921/pexels-photo-13076921.jpeg,https://www.pexels.com/photo/13076921/,David Underland,"Pexels License (free to use, no attribution required)",neg_mannequin,2177,4032,negative sample: mannequin
negative/neg_mannequin_pexels_18924078.jpg,https://images.pexels.com/photos/18924078/pexels-photo-18924078.jpeg,https://www.pexels.com/photo/18924078/,S.O.U.L Catcher,"Pexels License (free to use, no attribution required)",neg_mannequin,3187,4781,negative sample: mannequin
negative/neg_mannequin_pexels_20063229.jpg,https://images.pexels.com/photos/20063229/pexels-photo-20063229.jpeg,https://www.pexels.com/photo/20063229/,David Underland,"Pexels License (free to use, no attribution required)",neg_mannequin,2268,4032,negative sample: mannequin
negative/neg_mannequin_pexels_13421843.jpg,https://images.pexels.com/photos/13421843/pexels-photo-13421843.jpeg,https://www.pexels.com/photo/13421843/,Helen1,"Pexels License (free to use, no attribution required)",neg_mannequin,4128,6192,negative sample: mannequin
negative/neg_mannequin_pexels_14082367.jpg,https://images.pexels.com/photos/14082367/pexels-photo-14082367.jpeg,https://www.pexels.com/photo/14082367/,Helen1,"Pexels License (free to use, no attribution required)",neg_mannequin,3813,5719,negative sample: mannequin
negative/neg_mannequin_pexels_2983364.jpg,https://images.pexels.com/photos/2983364/pexels-photo-2983364.jpeg,https://www.pexels.com/photo/2983364/,Didsss,"Pexels License (free to use, no attribution required)",neg_mannequin,3456,4608,negative sample: mannequin
negative/neg_mannequin_pexels_31099288.jpg,https://images.pexels.com/photos/31099288/pexels-photo-31099288.jpeg,https://www.pexels.com/photo/31099288/,David Underland,"Pexels License (free to use, no attribution required)",neg_mannequin,5221,6961,negative sample: mannequin
negative/neg_mannequin_pexels_14124069.jpg,https://images.pexels.com/photos/14124069/pexels-photo-14124069.jpeg,https://www.pexels.com/photo/14124069/,Andrea Musto,"Pexels License (free to use, no attribution required)",neg_mannequin,6544,7211,negative sample: mannequin
negative/neg_doll_toy_pexels_17518867.jpg,https://images.pexels.com/photos/17518867/pexels-photo-17518867.jpeg,https://www.pexels.com/photo/17518867/,Koushalya Karthikeyan,"Pexels License (free to use, no attribution required)",neg_doll_toy,3248,5597,negative sample: doll_toy
negative/neg_doll_toy_pexels_9611362.jpg,https://images.pexels.com/photos/9611362/pexels-photo-9611362.jpeg,https://www.pexels.com/photo/9611362/,Introspectivedsgn,"Pexels License (free to use, no attribution required)",neg_doll_toy,3431,5146,negative sample: doll_toy
negative/neg_doll_toy_pexels_7116614.jpg,https://images.pexels.com/photos/7116614/pexels-photo-7116614.jpeg,https://www.pexels.com/photo/7116614/,Ian Panelo,"Pexels License (free to use, no attribution required)",neg_doll_toy,6000,4000,negative sample: doll_toy
negative/neg_doll_toy_pexels_1333304.jpg,https://images.pexels.com/photos/1333304/pexels-photo-1333304.jpeg,https://www.pexels.com/photo/1333304/,Magda Ehlers,"Pexels License (free to use, no attribution required)",neg_doll_toy,4989,3391,negative sample: doll_toy
negative/neg_animal_pexels_38738293.jpg,https://images.pexels.com/photos/38738293/pexels-photo-38738293.jpeg,https://www.pexels.com/photo/38738293/,Mibernaa,"Pexels License (free to use, no attribution required)",neg_animal,4000,6000,negative sample: animal
negative/neg_animal_pexels_36516014.jpg,https://images.pexels.com/photos/36516014/pexels-photo-36516014.jpeg,https://www.pexels.com/photo/36516014/,Liz Finnegan,"Pexels License (free to use, no attribution required)",neg_animal,3024,4032,negative sample: animal
negative/neg_animal_pexels_30416699.jpg,https://images.pexels.com/photos/30416699/pexels-photo-30416699.jpeg,https://www.pexels.com/photo/30416699/,Jimmy Elizarraras,"Pexels License (free to use, no attribution required)",neg_animal,1671,2612,negative sample: animal
negative/neg_animal_pexels_30416701.jpg,https://images.pexels.com/photos/30416701/pexels-photo-30416701.jpeg,https://www.pexels.com/photo/30416701/,Jimmy Elizarraras,"Pexels License (free to use, no attribution required)",neg_animal,3456,5184,negative sample: animal
negative/neg_animal_pexels_30381002.jpg,https://images.pexels.com/photos/30381002/pexels-photo-30381002.jpeg,https://www.pexels.com/photo/30381002/,Andrea Musto,"Pexels License (free to use, no attribution required)",neg_animal,2731,4096,negative sample: animal
negative/neg_halfbody_headshot_pexels_13295742.jpg,https://images.pexels.com/photos/13295742/pexels-photo-13295742.png,https://www.pexels.com/photo/13295742/,Madvortex,"Pexels License (free to use, no attribution required)",neg_halfbody_headshot,2101,3735,negative sample: halfbody_headshot
negative/neg_halfbody_headshot_pexels_36965734.jpg,https://images.pexels.com/photos/36965734/pexels-photo-36965734.jpeg,https://www.pexels.com/photo/36965734/,Abraham Ocholi,"Pexels License (free to use, no attribution required)",neg_halfbody_headshot,6718,10064,negative sample: halfbody_headshot
negative/neg_halfbody_headshot_pexels_31085340.jpg,https://images.pexels.com/photos/31085340/pexels-photo-31085340.jpeg,https://www.pexels.com/photo/31085340/,Amar,"Pexels License (free to use, no attribution required)",neg_halfbody_headshot,2828,4242,negative sample: halfbody_headshot
negative/neg_bending_pexels_17440584.jpg,https://images.pexels.com/photos/17440584/pexels-photo-17440584.jpeg,https://www.pexels.com/photo/17440584/,Vi Nguyen,"Pexels License (free to use, no attribution required)",neg_bending,3265,4898,negative sample: bending
negative/neg_bending_pexels_4534855.jpg,https://images.pexels.com/photos/4534855/pexels-photo-4534855.jpeg,https://www.pexels.com/photo/4534855/,Vlada Karpovich,"Pexels License (free to use, no attribution required)",neg_bending,3511,5266,negative sample: bending
negative/neg_bending_pexels_3820334.jpg,https://images.pexels.com/photos/3820334/pexels-photo-3820334.jpeg,https://www.pexels.com/photo/3820334/,Retha Ferguson,"Pexels License (free to use, no attribution required)",neg_bending,3002,4500,negative sample: bending
negative/neg_bending_pexels_3822355.jpg,https://images.pexels.com/photos/3822355/pexels-photo-3822355.jpeg,https://www.pexels.com/photo/3822355/,Elly Fairytale,"Pexels License (free to use, no attribution required)",neg_bending,3840,5760,negative sample: bending
negative/neg_bending_pexels_6271636.jpg,https://images.pexels.com/photos/6271636/pexels-photo-6271636.jpeg,https://www.pexels.com/photo/6271636/,Uriel Mont,"Pexels License (free to use, no attribution required)",neg_bending,4480,6720,negative sample: bending
negative/neg_crouching_pexels_7480085.jpg,https://images.pexels.com/photos/7480085/pexels-photo-7480085.jpeg,https://www.pexels.com/photo/7480085/,Angela Roma,"Pexels License (free to use, no attribution required)",neg_crouching,3840,5760,negative sample: crouching
negative/neg_kneeling_pexels_17572079.jpg,https://images.pexels.com/photos/17572079/pexels-photo-17572079.jpeg,https://www.pexels.com/photo/17572079/,Vi Nguyen,"Pexels License (free to use, no attribution required)",neg_kneeling,3265,4898,negative sample: kneeling
negative/neg_sitting_pexels_33167530.jpg,https://images.pexels.com/photos/33167530/pexels-photo-33167530.jpeg,https://www.pexels.com/photo/33167530/,Karan Mridha,"Pexels License (free to use, no attribution required)",neg_sitting,4000,6000,negative sample: sitting
negative/neg_sitting_pexels_33167553.jpg,https://images.pexels.com/photos/33167553/pexels-photo-33167553.jpeg,https://www.pexels.com/photo/33167553/,Karan Mridha,"Pexels License (free to use, no attribution required)",neg_sitting,4000,6000,negative sample: sitting
negative/neg_multi_person_pexels_20860578.jpg,https://images.pexels.com/photos/20860578/pexels-photo-20860578.jpeg,https://www.pexels.com/photo/20860578/,Funkcines Terapijos Centras,"Pexels License (free to use, no attribution required)",neg_multi_person,2667,4000,negative sample: multi_person
negative/neg_multi_person_pexels_20860583.jpg,https://images.pexels.com/photos/20860583/pexels-photo-20860583.jpeg,https://www.pexels.com/photo/20860583/,Funkcines Terapijos Centras,"Pexels License (free to use, no attribution required)",neg_multi_person,2667,4000,negative sample: multi_person
negative/neg_multi_person_pexels_37963580.jpg,https://images.pexels.com/photos/37963580/pexels-photo-37963580.jpeg,https://www.pexels.com/photo/37963580/,Bulat843,"Pexels License (free to use, no attribution required)",neg_multi_person,3024,4032,negative sample: multi_person
negative/neg_multi_person_pexels_30483023.jpg,https://images.pexels.com/photos/30483023/pexels-photo-30483023.jpeg,https://www.pexels.com/photo/30483023/,Cansu Hangul,"Pexels License (free to use, no attribution required)",neg_multi_person,2216,3936,negative sample: multi_person
negative/neg_multi_person_pexels_33167521.jpg,https://images.pexels.com/photos/33167521/pexels-photo-33167521.jpeg,https://www.pexels.com/photo/33167521/,Karan Mridha,"Pexels License (free to use, no attribution required)",neg_multi_person,4000,6000,negative sample: multi_person
negative/neg_multi_person_pexels_33167525.jpg,https://images.pexels.com/photos/33167525/pexels-photo-33167525.jpeg,https://www.pexels.com/photo/33167525/,Karan Mridha,"Pexels License (free to use, no attribution required)",neg_multi_person,4000,6000,negative sample: multi_person
negative/neg_multi_person_pexels_8542556.jpg,https://images.pexels.com/photos/8542556/pexels-photo-8542556.jpeg,https://www.pexels.com/photo/8542556/,Mikhail Nilov,"Pexels License (free to use, no attribution required)",neg_multi_person,4016,6016,negative sample: multi_person
negative/neg_multi_person_pexels_8844394.jpg,https://images.pexels.com/photos/8844394/pexels-photo-8844394.jpeg,https://www.pexels.com/photo/8844394/,Yaroslav Shuraev,"Pexels License (free to use, no attribution required)",neg_multi_person,4370,6555,negative sample: multi_person
negative/neg_multi_person_pexels_32166788.jpg,https://images.pexels.com/photos/32166788/pexels-photo-32166788.jpeg,https://www.pexels.com/photo/32166788/,Andrea Musto,"Pexels License (free to use, no attribution required)",neg_multi_person,3098,3873,negative sample: multi_person
negative/neg_multi_person_pexels_11174660.jpg,https://images.pexels.com/photos/11174660/pexels-photo-11174660.jpeg,https://www.pexels.com/photo/11174660/,Thteam,"Pexels License (free to use, no attribution required)",neg_multi_person,3519,5278,negative sample: multi_person
negative/neg_ear_occluded_fullbody_pexels_4386364.jpg,https://images.pexels.com/photos/4386364/pexels-photo-4386364.jpeg,https://www.pexels.com/photo/4386364/,Elizaveta Dushechkina,"Pexels License (free to use, no attribution required)",neg_ear_occluded_fullbody,4912,7360,negative sample: ear_occluded_fullbody
negative/neg_ear_occluded_fullbody_pexels_11314081.jpg,https://images.pexels.com/photos/11314081/pexels-photo-11314081.jpeg,https://www.pexels.com/photo/11314081/,Vi Nguyen,"Pexels License (free to use, no attribution required)",neg_ear_occluded_fullbody,3648,5472,negative sample: ear_occluded_fullbody
negative/neg_ear_occluded_fullbody_pexels_10361742.jpg,https://images.pexels.com/photos/10361742/pexels-photo-10361742.jpeg,https://www.pexels.com/photo/10361742/,Geoyul,"Pexels License (free to use, no attribution required)",neg_ear_occluded_fullbody,3776,6720,negative sample: ear_occluded_fullbody
negative/neg_ear_occluded_fullbody_pexels_10255352.jpg,https://images.pexels.com/photos/10255352/pexels-photo-10255352.jpeg,https://www.pexels.com/photo/10255352/,Algrey,"Pexels License (free to use, no attribution required)",neg_ear_occluded_fullbody,3234,4928,negative sample: ear_occluded_fullbody
